epoch,accuracy,loss,val_accuracy,val_loss
0,0.522189199924469,0.6929152607917786,0.5679442286491394,0.6871930360794067
1,0.5827614068984985,0.6759465932846069,0.6122915744781494,0.6605952382087708
2,0.5995767712593079,0.6669811606407166,0.6035503149032593,0.6629411578178406
3,0.6090279221534729,0.6591941118240356,0.5989779233932495,0.6604945659637451
4,0.6096144914627075,0.6616065502166748,0.6199569702148438,0.6520524024963379
5,0.6019503474235535,0.6608976125717163,0.5913125276565552,0.6660320162773132
6,0.6055358648300171,0.6608664393424988,0.5781334042549133,0.6798771619796753
7,0.6062557101249695,0.6592667102813721,0.6199838519096375,0.6532675623893738
8,0.6095537543296814,0.6606379151344299,0.608514666557312,0.6519167423248291
9,0.6102587580680847,0.660071611404419,0.6135019063949585,0.6536962985992432
10,0.6100148558616638,0.6589999198913574,0.6210328340530396,0.6546748876571655
11,0.6063251495361328,0.6629785299301147,0.6278286576271057,0.6484729647636414
12,0.6109426617622375,0.6599305272102356,0.6255370378494263,0.6525804996490479
13,0.6135323643684387,0.6565168499946594,0.6143125295639038,0.6525700092315674
14,0.611162006855011,0.658930242061615,0.6284675598144531,0.6498581767082214
15,0.6134309768676758,0.6594191789627075,0.6065001487731934,0.6599254012107849
16,0.6149530410766602,0.6564511656761169,0.6215633153915405,0.6509092450141907
17,0.6098901033401489,0.6660749912261963,0.6130808591842651,0.6558802127838135
18,0.6083810329437256,0.6599308848381042,0.6221445798873901,0.6522316336631775
19,0.6122740507125854,0.6584302186965942,0.5958848595619202,0.6783842444419861
20,0.6115990877151489,0.6595149040222168,0.6166263222694397,0.6474832892417908
21,0.6118502020835876,0.6579495668411255,0.6177735924720764,0.6520307064056396
22,0.6171642541885376,0.6548221111297607,0.5758472084999084,0.6779459714889526
23,0.6180241703987122,0.6535311341285706,0.6276839971542358,0.6477272510528564
24,0.6164615154266357,0.6537772417068481,0.6262639760971069,0.6489996910095215
25,0.6164492964744568,0.6555319428443909,0.6160450577735901,0.6526692509651184
26,0.6088448762893677,0.6617092490196228,0.6143913865089417,0.6535617113113403
27,0.6142619848251343,0.6564725041389465,0.6202769875526428,0.6490799784660339
28,0.6116735339164734,0.6556200981140137,0.6112157106399536,0.6546677350997925
29,0.6165879964828491,0.6541785001754761,0.6203740835189819,0.6516200304031372
30,0.6136227250099182,0.6601906418800354,0.6104018092155457,0.6620904803276062
