epoch,accuracy,loss,val_accuracy,val_loss
0,0.5081207752227783,0.692226231098175,0.5986330509185791,0.6778749227523804
1,0.5926275253295898,0.6798118948936462,0.5902366638183594,0.6730368733406067
2,0.5917410254478455,0.6716146469116211,0.6009951829910278,0.6661430597305298
3,0.6065949201583862,0.6653379201889038,0.610946774482727,0.6551236510276794
4,0.6073839068412781,0.6619445085525513,0.6104088425636292,0.6569321155548096
5,0.6075555086135864,0.6609548330307007,0.6155290603637695,0.6573893427848816
6,0.6117185950279236,0.6600382328033447,0.6175320148468018,0.6548060178756714
7,0.6058837175369263,0.6620064377784729,0.6188689470291138,0.6550356149673462
8,0.608031153678894,0.6631210446357727,0.6132522225379944,0.6523971557617188
9,0.6079183220863342,0.6613221764564514,0.586901068687439,0.6732385158538818
10,0.6054392457008362,0.6596022248268127,0.6078537106513977,0.6573763489723206
11,0.6071551442146301,0.6638048887252808,0.5703125,0.6791515350341797
12,0.6076250076293945,0.6626314520835876,0.5792158842086792,0.6777129173278809
13,0.6133893728256226,0.6566392183303833,0.6167294383049011,0.6527743935585022
14,0.6105895638465881,0.661365807056427,0.6217344403266907,0.65237957239151
