epoch,accuracy,loss,val_accuracy,val_loss
0,0.502659261226654,0.691078782081604,0.5868055820465088,0.6779341101646423
1,0.5894818305969238,0.6752569079399109,0.5831308960914612,0.673322856426239
2,0.6047916412353516,0.6639697551727295,0.6206293702125549,0.6516255140304565
3,0.606268584728241,0.6636099815368652,0.6028779149055481,0.6624187231063843
4,0.6094428896903992,0.6632497310638428,0.6121570467948914,0.65663743019104
5,0.6007556915283203,0.6651644110679626,0.6122915744781494,0.6549987196922302
6,0.6128174066543579,0.6588987112045288,0.6161887049674988,0.6560636162757874
7,0.6101006865501404,0.6590410470962524,0.5838056802749634,0.6696130633354187
8,0.608873724937439,0.6612659096717834,0.6266810297966003,0.6460373997688293
9,0.6113272309303284,0.6587992310523987,0.6020709872245789,0.6613816618919373
10,0.6060684323310852,0.6606077551841736,0.6121570467948914,0.6573229432106018
11,0.6047343611717224,0.6615604758262634,0.6252694129943848,0.647143542766571
12,0.6131606101989746,0.659917414188385,0.60875403881073,0.6565312743186951
13,0.6083276271820068,0.6607503294944763,0.6175363063812256,0.6544921398162842
14,0.6073963642120361,0.6604865193367004,0.6196994185447693,0.6568334102630615
15,0.6112159490585327,0.6597524881362915,0.6116035580635071,0.6629772186279297
16,0.5995764136314392,0.6736609935760498,0.6035040616989136,0.6631059646606445
17,0.6095207929611206,0.6591970324516296,0.6164383292198181,0.6545355319976807
18,0.6119022965431213,0.6572464108467102,0.6120666265487671,0.6587152481079102
