epoch,accuracy,loss,val_accuracy,val_loss
0,0.5292233824729919,0.6895732879638672,0.50737065076828,0.6853724718093872
1,0.5825898051261902,0.6769589781761169,0.585933268070221,0.6751642227172852
2,0.5968688130378723,0.6701852083206177,0.6111931204795837,0.6607704758644104
3,0.6032031774520874,0.6666535139083862,0.6199973225593567,0.6547785997390747
4,0.6076698899269104,0.6653582453727722,0.593406617641449,0.6700944304466248
5,0.604542076587677,0.6633302569389343,0.6096084117889404,0.6599972248077393
6,0.6115849018096924,0.6613371968269348,0.6226313710212708,0.6541653275489807
7,0.6077842712402344,0.6601977944374084,0.5820333361625671,0.6766725778579712
8,0.6001718640327454,0.6656075716018677,0.621486485004425,0.650580883026123
9,0.6075463891029358,0.6616999506950378,0.6122750639915466,0.6569419503211975
10,0.6088995933532715,0.660652756690979,0.6054330468177795,0.6628815531730652
11,0.6100457906723022,0.6607659459114075,0.6121570467948914,0.6560474038124084
12,0.6171776652336121,0.65486741065979,0.610946774482727,0.6568149924278259
13,0.6132177710533142,0.6579896211624146,0.6101581454277039,0.6545175313949585
14,0.6127361059188843,0.6596779227256775,0.6156746745109558,0.6574661135673523
15,0.6170346736907959,0.6563067436218262,0.6161724925041199,0.6586081385612488
16,0.6119762063026428,0.6568427681922913,0.6091861128807068,0.6641935110092163
17,0.6088312864303589,0.6603882908821106,0.619392991065979,0.6504526138305664
18,0.6171624660491943,0.6535250544548035,0.5803547501564026,0.6800243258476257
19,0.6090711355209351,0.6597909331321716,0.6198225021362305,0.6518856287002563
20,0.6132013201713562,0.6573768258094788,0.6217379570007324,0.6490702033042908
21,0.6127371191978455,0.6562495827674866,0.615084707736969,0.6550256013870239
22,0.6156485676765442,0.6546138525009155,0.6168639063835144,0.6523267030715942
23,0.6108694672584534,0.6600351333618164,0.5504388809204102,0.6911001205444336
24,0.611880898475647,0.6590350270271301,0.6230281591415405,0.6526265144348145
25,0.6093857288360596,0.6638222336769104,0.6149718165397644,0.655805230140686
26,0.6080725193023682,0.6615160703659058,0.604034960269928,0.6643829941749573
27,0.6106278300285339,0.6583516597747803,0.5862578749656677,0.6775501370429993
28,0.6143330931663513,0.6569002866744995,0.5894297957420349,0.671097993850708
29,0.6131560206413269,0.6566367745399475,0.617682695388794,0.6535333395004272
30,0.6151382327079773,0.6582821607589722,0.6261255145072937,0.6482346653938293
31,0.6098433136940002,0.6575196385383606,0.6161915063858032,0.654642641544342
32,0.6126417517662048,0.6593443155288696,0.6209872961044312,0.6508587598800659
33,0.6111683249473572,0.658849835395813,0.625636875629425,0.6493662595748901
34,0.6094143390655518,0.6571595668792725,0.6093329787254333,0.6581680774688721
35,0.6039538979530334,0.6681795120239258,0.6239408254623413,0.6517759561538696
36,0.61757892370224,0.654849648475647,0.6115369200706482,0.652148425579071
37,0.6098433136940002,0.6562941670417786,0.6000537872314453,0.6592997312545776
38,0.6148521304130554,0.6558020710945129,0.5915815234184265,0.6667379140853882
39,0.6124592423439026,0.6567478179931641,0.6087950468063354,0.6648263931274414
40,0.6151248216629028,0.6565262079238892,0.616495668888092,0.6524964570999146
